order_id,products
2513755,24852
140324,26209 23909 20738 29615 41803
1057830,47209
2499624,43352
2499625,47766 48099 8193 5025 40310 19348 23341 29487 28299 26497 11827 39844 14379
2499626,24852 5479 16558 45254
2885127,13249 10990 21496 38996 11014 25783 12508 39680 27570 24425
2237485,47766 8277 27845
1353054,
140335,28204 10070
1188912,
3154993,
2761778,5876 5479 6750 26309
402483,44632 49355
1582133,
664630,16797 24852 35221 49520 17191
9272,13176 17122 16797 39275 43352 33000 31805 5068 10227
1057849,24852 24838
2499643,
1244197,24852 14947 39408
1421493,16797 24852 27344 19019 17600 30696 18175 31964
664641,
2237506,196 13176 14084 38928 39657 6184 13575 12341 3298 35561 47402 3798 2433
2237509,33198
2892870,47209 49191
271431,24852 45066 47766 21903 8424 43662 30492
271432,
1320010,13176 47209 21903 22035 21616 8424 45007 8277 22935 34243 43086 28682 21927 10749 21938 10814 27454 38622 27695 38200 38383 27423 23383 19272 46526 34281 10467
402507,16797 24852 9387 14992 28634 17616 43183 3126 34986 33791 26698 12980 588 8898 30910 27062 15895 18792 16826 4970 2745 46218 2029 36159 852
3059838,24852 9387
1713230,
2761808,24852 21903 4945 44987 19660 14633 16083
9300,24852 49683
1597724,
2630746,24852 8424
3286107,13176 47209 21903 21616 26209 25931 5876 17948 35221 35547 10749 46802 30290 2228 34949 20406
926814,26252
2055013,45007 14050 40156 27608
2237536,
2499681,13176 43961 5876 4210 21019 28204 4472 3952 25552 11422 44953 31303 5695
271458,34343
1683643,5212 24852 45066 8193 17794 16254 46906 20842 14764 24253
271460,24852 8021 28204 1194 2086
3300198,5212 24852 47766
9318,
533607,28204 19348
140394,35951 42265 28601 27336 28204 48559 7021 28849 17400 2228 47229 35535 26032 44628 26096 17821 17920 37691 46188 47985 22330 26390 49386
1582187,
525842,6184 22362 41400 19691 36472
503997,24852 11361 30669 23082
1320051,16797 20785 24852 42342 11777 27156 9839 33731 38456 28204 21506 18362 45123 6187 18027 28278 31528 8174 16321 1463 42244 47521 2164 11440 38838 48795 20009 43545 36438
2499703,27845 5640
1582200,35221
402553,
1975418,24852
1057916,
2892925,13176 17758 27966 39877 21137 28289 48775 4799 42450 5991 6348 28204 35221 9422 18362 10749 11140 19478 29307 14901 35168 26283 42796 31015 36676 10385 23178 19706 3717 27055 38720 29544 22164 20953 13806
402559,47278 11080 6296 6770
372928,24852 23909 29487
3110199,47766 3957 5514
2892934,
3125441,24852 44799 4562 23909 35383 42460 40028 22754 35124 4377 27760 44085
875372,44156 1541 25408 39451
3151495,41131 46088 43892 34664 4414
2892941,
1156428,6184
926864,
2491928,47209 8021 30391 9839 17794 31915 13944 47231
1999262,196 46149 43721
795800,31683 35419 2966 44267 38529
271513,21903 4799 37119 41149 9020 29650
2761883,21267 13885 43749
345109,24852 21903 44359 46802 20842
1320093,13176 27966 36865 8309 38739 3957 6341 21479 36869
2892958,
517691,
1174368,
3417251,13176 21137 34668
271524,13176 23296 47329
1713317,37646 30391 15872 38739 24035 34137 36205 37067 10749 432 6291 42442
1189030,13176 46667 32655 3952 16278
926888,13914 42447 19660 36472 42500
1868327,13176 37646 21903 5876
2892972,
926893,12341 46363
9391,
2237618,24852 45066 37687 47626 34243
926899,39481
2761908,23909
2499767,
2106552,46206
926905,47977
45258,
2262914,
3300213,13176 5212 5450 24852 37646 39877 47209 47766 21903 4920 30391 17794 24184 5876 28204 42536 45104 12395 36550 21614 9550 37496 24253 21607 49416 27297
271552,46817 29640
2630849,42265 48628 2962 46226 34525
107728,27845 39475
2106563,5876
1320132,44632 11079 12145 22328 23054 47977
2630853,
3024072,15477
1713354,35951 27966 47209 21137 26209 33037 35221 4462 38689 42445 3397 5785 30639 11440 19370 2694
2630859,
1975500,
3417294,13176 47209 27156 5876 41950 27845 34050 23695 5449 12756 141
2761935,24852 33548 23909 7533 31964 33791 1069 5976 33386
3417296,28373
1451218,16797 24852 27966 11182 8153 41057
9427,16797 27966 26604 39275 5077 28199 49478 47977 42460 16748 42404 36005 48776
402646,
1582295,196 31102
2499802,22620 2361 48845 1824
525861,
1975521,36316
744315,5258
1844453,13176
9446,47209 38777 22935 24964 10749 38028 29801
271591,24852 21927 3896
2761960,
1582314,13176 16521 27966 39928 21903 8518 40706 27521 32177 15937 23165 34358 20995 44359 47626 47601 5876 22935 22849 17948 35140 47759 22260 34320 43122 7010 40311 3849 46591 6347 28106
3286253,
926958,17902 27910
795889,4957 8138 20574 24852 33754 8424 42828 33787 15290 37687 24561 31528 31040 31915 18564 39099 39702 41047
664818,45066 47766 21903 8424 8277 47626 47912 27845 20114 38689 4793 26131 27316
2761971,
926965,
1713399,5785
2483727,
795897,49235 44632 33198 46654
2395296,27344 31683 16254 16419 37145 1408 13866 19734 18432 29251 49491 10468 30680 16301 18398
1902122,24852
271614,4957 47209 21137 21616 8277 33787 18656 27845 26317 18811 45 18176 27695 37538 1907 3081 19046 21162 36036 24026
2404565,
1992017,26209 39409 5876 43154 1194 2086 36550 33911
913937,13176 47209 47766 30391 9871 34243 19660 9047
664834,
1320199,
1320201,24852 21573 13249 26312 48527 3207 8908 43524 34563
831703,24852 47209 47766 31683 24184 43014 47626 45603 28682 29487 46616 45747 14870
497871,24852 47209 47766 26604 26209 39275 47626 44632 5077 10957 25513 28204 20119 36406 6187 16696 33198 20770 30233 17858 16900 12807 15424 38511 39649 40285 33745 36056
2761999,9576
795921,24852 45066 21903 13870 47626 45106 20327
1975571,35951 16797 24852 27344 21137 42265 40706 26209 18531 42450 47759 27845 25890 9825 11440 25936 38274 10369 6636
2499861,
2237719,
1320217,44799 47145
3024156,23909 32141
2630941,25010 29071 13292
9503,
2841619,47977
2666715,
1189156,10827
664870,47766 31717 37067 31964
353587,24852 24838 14947 6348
1451304,13176 5450 13351 16797 19057 24852 27966 21137 21903 13870 4920 15290 47626 17706 18465 24799 38164 42450 28204 46802 2855 28476 23029 45106 39108 43122 9755 31766 18615 5640 41363
1421532,24852 47766 32655 3990 34898 46654 7156 29615 30849 30235 2712 44980 25944
2499883,38928 18023 22802
2893101,19348 15976
2237742,34262 31964
531433,13176 49235 18523 19057 27344 47209 21137 22035 11777 4920 29993 41844 28928 33572 19006 49175 35914 3957 47280 35383 5785 12023 30839 31433 2164 2187 32293 11440 35628 6760 41793 29598 38387 49112 26047 30440 11598 28572 41983 41047
285501,16797 32478 32689 11365 21292 44371 4724 17207 26900 19828
462956,13176 16797 21137 21903 9076 6184 33081 12341 48034 5985
3155251,25495
3286324,37646 39409 45104 41165 31853 10826 15123 19208 35504 36714
1320246,13176 46979 44632 1463 5460 44820 39825
1137545,40396 7412 14858
1189176,39702 17864 22585
533818,13176 35951 27966 45066 47209 22035 42265 24838 28985 27086 5077 45633 13380 29926 33303 37141 45081 36709
533819,196 43154
1189181,12013 33705 1940 48246 7156 2120 33845 14999 24413 12953 36988 43190 29302 20381
402750,19660
3024191,30233
1844545,35951 16797 24852 37646 47766 21903 42265 8518 40706 48679 4920 9839 260 26940 27104 24964 35547 10749 43768 39180 33845 6343 17949 46738 44883 12638
1582402,24852 37646 33055 43122 10761 35417
271683,49683 24184 10151 46842 19348 31960 42633
2368836,24852 27966 43961 8277 26790 14947 21513 18027 432 2164 27663 30985 43889 39411
1058119,44632
1907613,27845 28058 30385
2055052,37215
664906,13176 5450 22559 27966 37646 39877 47209 248 21137 49683 4920 38777 24184 41220 44359 47626 5876 41950 46667 34969 33198 1158 12576 36082 29370 30135 30027 45954 5794 13889 43234 23430 48398
1189197,49235 47209 7969 6873 39408 15801 36849 22568 702 7126
1858445,13176 7781 39928 21137 21616 8277 11520 26209 9839 11352 33000 26738 117 9020 37158 5015 40410
1050168,49235 24852 45007 31683 39275 15937 34358 34243 45
2349033,36962
3326163,47626 5077 38739 20583 18394 21447 27511 29880
1844569,24852 27344 25146 3298 46260 12606 25093 15386 48527 11943 23052 12128 19846
1320283,
9564,27966 21903 26209 46979 19006 27086 17948 24489 28849 23375 42244 48595 33352 42796 13447 2781 23079
1975645,
1975647,31651
271713,43744
664930,29926
140644,34243 12935 36165 11961
438502,196 12341
833942,47626 30776 3957 21841 44257 650
2893159,4920 27845
271720,26209 27086 4605 5031 23233 40516 46522 10673 5456 33351 9558 7821 26922
1975658,16797 21137 40706 4920 2966 5612 2086
271725,24852 31683 45009 277 25745
2499951,23102
664944,29623
1399699,13176 44008 47866 25340 2298
100447,
2237815,21137
2775956,49235 24852 21137 49683 6361 13802 43352 13629 46979 27845 12204 29487 35163 18171 33055 2611 21083
533882,24852 4920 13249 41290 28199 34063 12140 6867 15424 39758 42360 6052 47357 44085 12792 24995 46811 40189 14207
1713531,
2499965,13176 47788
271742,
3286399,
2893184,30450 35951 24852 27521 8277 26209 8467 42585 28601 33043 46802 28553 31478
3286401,24852 47766 40604 49683 21616 8277 26209 47626 35321 40723 41690 38200
140675,
271748,13176
271749,13176 37646 47209 22035 27845 32655 30233 29447 11422 41588
796041,
2579351,24852 41844 28465 16486 47141 10957 36574 2966 27117 38318 49198 43662 37238 11422 42240 25346 29345 38817 48626 23809 2913 7758
1189261,13176 49235 27344 36735 21137 8277 9339 24964 11399 32689 14778 23029 40174 40396 31869 41665 11741 36717 2298 19731 8515
1320336,17758 40198 28842 35042
3286418,24852 28204
1975699,11782 38456 24082
2382745,1199
2531767,13176 35951 5450 16797 18523 22559 24852 27344 27966 30489 36735 47209 47766 47792 1005 21137 22035 25623 35469 11777 26604 11068 4920 26209 39275 6489 16185 36865 8309 24799 28465 44632 5876 38164 42450 27086 5077 49131 6348 13263 28204 42536 48988 15984 38312 11193 18288 23645 25824 40709 41836 42611 45123 46049 49174 30695 40310 9637 43713 33198 24518 5031 48109 23219 34217 29180 2855 39408 22613 43662 5785 40063 20580 36011 7413 40411 6750 38508 9550 42891 47866 25965 14633 31635 48220 44278 5456 11452 44765 46226 18606 34300 24373 30849 3988 49111 25837 31663 22081 17949 4614 48946 11448 49026 21607 12186 8324 27172 41565 28698 14870 40824 15693 8516 13996 15740 45445 20384 18583 8594 38694 26047 15406 37276 10586 45955 26021 16136 38683 31886 37188 35504 18827 14739 38473 32755 3248 25948 1600 43000 40013
2499994,24852
927131,7969 28427 20463 5206 33508 24968 24362 34974
927134,35321 27086 8929
1115717,21137 10895 13629 47626 38456 35221 46906 12276 25272 29487 41165 44268
1189284,19660
2819654,13176 36397
1058215,13176 43352 37710 3298 47402 46521
285596,
927146,
2295367,16797
665004,26209
1189294,21709 26209 5479 26317 25527
2631089,4210 45224 27750 12941
3155379,16797 45066 49683 40706 41950 17630 35628 38544
3155383,13176 10305 22825 47209 11520 31683 27086 19894 18288 34137 25640 31915 28058 30169 43122 19820 21083 36913
139986,8424 27104 46979 42585 5618 36149 25272 3464 7461 37053 2326 14150 30122 2979 29066 10455 38749 8271
2950730,
1600442,
1582531,37734
1451460,13176 13870 8277 26165 19660 48716 41983 39196
1683702,196 38928 46149
271814,23233 11712 2983
2055073,4957 19057 22963 27966 40571 25623 28928 28862 4942 33043 17835 48647 49075 3896 34668 10070 13031 47403
1300949,26348 14414
927179,41787 30489 39877 28204 22159
855768,30450 22825 24852 21903 42557 26604 44359 9076 4472 432 32747 10558 10106 17988 8528
2500046,
2237903,
1058256,27086 25718 26634
2368977,
927186,
2313518,26604 18288 13646
1508942,21137 4920 19678 23765 47626 37067 4942 18594 39558 19660
1058264,16797 21288
2806,45190 47031 30696 10957 38511 9175 47988 19953
3286494,13176 40571 47209 21137 30391 33787 5077 10749 43768 5785 30233 19068 16234 12732
3024351,28204 22920 11992 46543
140769,
533986,79 30489 37646 21903 24838 44632 22935
1320419,41290 17429 2943 36856 45779
3417574,30827 42282 17313
927208,13802 18479 26790 34448 45633 18288 7173 23554 20431 21526 27683 19366 44275 30420
1058283,16797 24852 21903 49683
1320429,
1749245,18465 12276 37538
1320432,24852 37646 44359 29447 7715 23953
2893298,5212 19057 19156 22124 30489 21137 22035 43961 40706 46969 651 9839 26882 34358 8467 38159 38988 46979 24799 28465 48364 13263 46175 12341 17630 37766 21938 28378 36127 329 37158 28946 31504 13640 45584 39427 41375 30192 36976
1320436,
3417589,4920 37766 40009 10851
1334185,35336 47337
2369017,25588 46802 28553 31371 2361
1713658,6292 45535 42507
1713661,5876 43086 12745 30776 45106 28946 7806 27951 18184
722517,196 13032 31759
140800,46906
1975809,
1320451,
2500101,47209 33816
1320460,47209 27845 40709 20734 34050 46226 10768 11499 7090 1439 29077 49521 32757 10210 45635 809 28790 10351 13806 15741 32776 11781 4065
1058317,21903 43352 9076 5258 21288 8048 15772
3286542,20305 34483 48156 7309
2762255,24852 36691
3155472,
665105,
117906,8174 47521 9438 20063
271892,43814 4605 43768 8590 35824 39108 49520 32768 33206
3286551,33716 26629 27275 41682 36838 26386
176388,
1975834,22089 37215 3318
3300271,
3278426,41787 24852 22959 28204 36316 47977 23909 10690
1552645,13176 10895 19019 39527 36397
665122,
1320485,
534057,
144966,41787 24852 15290 36070 9076 35921 37131 23579 40332 18352 20919 23322 13203 47248 11155
271915,
534062,13176 47209 21137 40706 9839 13629 46979 22935 24964 14218
1377885,38739 11140 24062
3024436,24852 37646 34635 45957
2033246,24852 11463 622 46041 13029 45488 15100 26571 9262 44384 11081 26083 43063
665143,24852 21137
2990022,31683
796217,5212 24852 37646 16965 44632 16321 432 19660 17191 2361
1471169,47209 18465
271931,14577
665149,24852 45066 47209 8277 26209 22935 20114 35547 44837
2106943,
1585720,21137 11130 10749 11140 1215
1582659,
271940,
1713733,16797 24852 47766 31343 29594 30967 16185 41290 36772 27845 5258 40709 45788 10106
1058374,13176 41787 24852 30489 22035 31343 42828 20995 42585 5876 343 23734 27845 7054 19478 46584 20034 36117 17123 21872 14898 44053
1713735,13176 19057 47766 29447 11422
3059980,24852 47766 21903 43352 4799 47626 34969 23909 21288 10603 14870
1558460,
2500172,24852 23082
2754146,38444 14252
2893391,22124 24852 46676 26346 43352 44632 35221 20119 39475 12392 32403 23099
2238033,13176 21137 38689 5120
2106962,
2106963,49235 18523 21709 24852 45066 47209 11777 43295 34448 24799 44632 31487 25513 9421 23576 33198 44830 5785 36011 691 9550 30169 10753 33240 25197 45445 35078
2238036,13176 27966 39877 47209 8518 11520 26209 30391 28985 44359 5876 22935 25513 24964 3957 12456 43662 12023 30233 29447 34668 6046 11422 9186 42579
2896342,3389
2893398,27966 39877 43352 36865 24799 32740
2631255,21973
1451609,36552
1451611,27966 47766 21616 48775 27521 24838 17948 29307 28476 35939 12935 27744 39475 26201 23178 40541 45741 13524 1169
1117644,13176 49235 7781 47766 21137 31717 26209 39275 43352 2078 17794 23400 34358 34448 38777 45767 47167 13083 18441 41290 5876 22935 23734 14788 34969 24489 36086 30727 29311 6218 41273 29487 19086 432 16020 21497 48287 11513 5750 44765 25167 32429 6383 49098 162 42327 128 34466 43821 47783 23322 106 5680 21329 1871 21504 3480 45154 32807 13776 42074 24881 6095 22005
613306,13176 10441 48142 13575
927326,35503 2805
1189472,
1820332,13176 9124 46886 21137 8277 32177 43352 35321 37103 34635 9779
3024484,24852 27413 30489 47766 47792 8021 21137 21903 38293 4920 26209 11136 15937 18531 42736 311 5194 13829 16185 28842 47626 22950 33731 38456 46667 24964 27845 46906 4605 34969 42768 5612 38273 14462 5020 36994 8174 25890 28849 30962 14778 47965 1511 37524 40545 45535 13874 432 7485 38563 32747 48094 10106 38890 8412 38426 38275 276 19948 21626
2893413,8048
927334,13176 21903 33000 4149 39001
3286631,24852 33754 47144 25146 6473 22959 38444 16139 28204 48812 17859 36316 21777 47977 23909 13866 40028 29503 45622 47877 44487 12919 34886 27020 43892 40772
403055,27307 31964
919144,
2571030,23909
796276,24852 14947 17616 12545
1713781,47766 40604 28985 46906 28849 38465
3024502,
1443433,13176 7781 8479 16797 18523 20574 30489 37646 47209 21137 21903 43961 49683 26604 40706 8424 4920 27690 39275 43352 17600 26790 33787 15290 47626 33731 27086 28199 36772 14678 26128 21513 37718 12614 2295 44560 46654 1511 3464 40174 49075 37029 7911 24221 27454 30169 30720 7649 20282 19354 10761 781 25767 31869 38544 9595 28326 35045 37508 38548 30994 30142 16070 34379
3024504,14951
1058427,13176 33754 36735 42450 5077 43772 27325 40310 34262 12140 16234 31305 37576 28572
534140,47977 33318 22882 32842
2885226,47209 28204
3417730,
927363,
2369158,9076 35233
351169,
2405179,8736 35986 18770 28756
1451659,16797 23650 24838 26165 33120 26949 13143
1844876,13176 38739 13252 18770
2500237,41787 19057 24852 30489 47766 21903 22035 3376 26604 26209 27156 27690 39275 38159 47626 46906 34969 38689 21288 14901 45106 39699 42244 5206 25767
140942,49235 14992 39275 20995 37687 32211 38739 46842 3765 13380 27307 25985 15718 10673 34449 19604 20282 21070 1700 3800 2563 28157 4347 18019 18432 28458 3856 32573 32784 48071 2015 20514 37917 48819 17409 47177 24899 9085
2339096,
1233471,16797 47626 26620 5449
833952,27325 14814 19660 14645 27283 34929
1713813,45066 15740 14366
272022,47209 12099 33198 35547 19820
272023,31717 27325 23634 9424 25362 9881 47667
2107032,24852 21137 18465 25588 33845 39947 45747 17779
3155609,196 46149 40199
927386,
403099,2120
1058460,5450
665248,21137 43352 9076 21288 14414
1975969,
3417762,26318
1582756,17092
796325,41787 16797 24852 21137 21903 42265 38293 31683 43352 17600 33731 45633 46906 29987 20082 3631
403112,7781 24852 39408 32303 46820 6235 23322 38750 1744 10172 33009
1093916,34487
1975978,21903 33198 28123
1189547,
105078,24852 21903 26209 2210
140976,24852 47766 9387 21137 41220 5782 9076 34234 28199 14147 43772 28204 34969 35507 16696 23909 45064 28299 28911 13225 36259 19173 19068 8859 27510 34321 41148 5067 20021 19863 32047 43483 35786 5248 12347
2678118,16797 17872 24852 47766 21903 49683 39993 24964 4605 3583 25272 20842 12036 28934 40233 36640
1451699,44142 5077 19003 38444 17008 35221 23341 39032
1189557,16797 8193 41351 8744 9076 43986 12108 43772 47366 26312 22750 8536 17200 47993 8859 40627 36956 33827 7069 41242 20674 40767 42515 49522 46189 45325 13718 44059 7968 6209 15201 31058
2055113,13176 7963 24852 47209 21137 21903 22035 8424 8277 30391 23765 18656 36865 8309 28465 27086 32864 34050 20670 19706 39303 8347 629
1836660,24852 21137 49683 4920 27596 33731 22935 18288 26915 10749 33232 14651 36011 37158 36792 40541 19706 26443 16825
2893498,13176
403131,
665277,16797 9387 21137 4920 43352 9076 25588 32689 12341 21288 8048 32303 6615 19660 20940 8859 21292 3798 46632 5068 8571 16283 4724 8803 31141 30214
1320638,21376 24852 4920 30696 39993 35921 42460 40332 42697 32303 4565 11440 31564 15386 24239 7131 49176 14927 32915 13851 1848 6831 3560 40035
678859,13176 47766 21137 31717 39275 28842 22935 41950 46667 28204 14678 27845 37067 4605 34969 14364 329 45504
1976004,47766 11520 37687 4210 6287 30776 14852 42445 6860 39055 2962 41213 41332 1710 7715 25522
1104554,24852 39099
23500,44632 3957
2762444,27966 47209 31717 45007 8277 47626 11182 10621 18159 41212
3286733,24852 8277 9390
1705525,39275 21386 14161 3265 17313
3155668,
796373,
984697,20955 17615
796377,47144 38596 24024 4600
665306,24852 8555 1377 30219 11688
2893531,37022
2631388,45066
2893533,13176 25133 27966 47209 21137 47193 15902 44375 27845 14233 46906 49236 4793 11140 29898 35108 25890 28476 42701 4269 24841 329 22827 11168 21955 2763 37876 42680 8997
831781,47209 47626 43086
1320674,21709 26620 49191 2717 38672 22556
272099,
927460,
1320677,46676 28204 37131
403174,27966 45066 4945 38275
2631399,13176 46149 13575 21385
141033,5876
3417839,5258 32689 8048 13259 30827 31805 32714
534257,47766 39190 43772 6799 30353 42697 17858 32265 4778 14952 39649 5171 2135 21024 40885
2381333,45066 5258 36107 29034 19366 18747
1844980,
3155701,1194
1844983,
2742684,47766 21616 47626 44632 35221 28156 19348 34262 9020
665338,13176 49235 20785 45007 28928 36695 46979 27845 4097 11629 611 8192 31341
1713915,45066 21137
1451772,13176 43352 32689 19691 30827 21292 17313
665344,24852 32030 33000 47357
3155713,
403203,35951 41787 19057 24852 39928 47766 21137 21903 8518 26604 45007 48679 8277 26209 32177 9839 36695 46979 47626 22935 12341 16759 12395 26620 12576 2295 5785 6740 43122 48628 29370 49111 19706 6347 13517
2762500,9387
1156778,21333 3873 48871 32566 14999 38672 48805
534280,24852
504108,13176 21137 33000 14870 17628 36714
1609691,5450 47766 21137 36695 32655 23645 11576 12341 3469 34217 26172 31720 29487 29820 6522 31093
1058571,21616 20383 2210 27705
2544848,
1582861,
665361,44632
1527915,16168 40723 43154 27325 37067 13237 27945 15325
2475016,35951 79 27966 47209 8021 39275 20995 32537 5876 17948 9421 30776 2086 8174 23029 28309 9955 12324 38889 32781 44684 6269
2631447,24852 43961 25146 4920 26209 5818 35221 24024 47029 1712 6532 25330
3286808,
410598,
1713947,
534301,47766
1582878,16797 24852 30489 47209 21137 26604 4920 27156 40852 42828 4799 34358 28928 47626 12384 12872 28204 10912 33198 46802 34050 37524 29672 9154 26324 30442 27881 35336 16995 6985 13893 31824 7647 10724 486 26714 43963
1181317,7090
3286816,24852 47209 49683 8277 40723 36724 17630 7539 35842 25424 38264 26454
2500387,24852 21903 43352 14947 9076 49517 39619 18594 36011 28593 46868 34335 24891 7676 36923 21813
984710,38311
927526,
927527,4210 19511 30731 1 34487
2107176,16185 24964 29650 7139
1268700,10258 13176 30450 39657 26604 43352 43154 12341 21288 18023 33768 38200
3344007,
403244,46906
1058605,13176 37646 39877 8021 43961 13870 9839 27596 21174 27845 30776 12099 3957 10749 23579 8174 25890 4472 24221 329 43122 44765 10761 35176 43802 24253 24235 29363 20904 18376 25715 38439 14466
2893614,18523 47766 30252 18465 27845 25005 45763 28476 4796 39475
141103,21288
1976113,36316
403251,13176 30489 47766 30391 22935 12162 19503 10246 5031 28476 10070 40550 11000
2256791,13176 22825 27845 12341 3405
2107190,
1058615,39928 8277 26209 9839 44359 18362 6740
796472,23410 34027
796474,
796475,24852 40198 47766 33443 9076 33065 42536 25010 19350
141116,16797 24852 25623 45007 45013 27554 31678 10070 46226 6046 48222 36397 5794 29544 21134
3155773,49235 45656
2631486,
2762559,13176 21903 37687 12341 8953 31651 32403
3286849,24852
855279,22963 15872
534344,
141129,
141131,48110 24838 19660 8859 47900 47868 273
403276,
1582925,24852 43961 28204 46906 43394 34664 1711 24255 17938 5717
2623117,47626
109448,8571
2238291,
3081870,41787 24852
766265,21903 8518 25890
2238296,
3177706,13176 37646 47144 21137 40604 21616 26209 30391 15290 5876 2966 26369 16262 3599 8436 13447 22198 13147 6718 38553 37156 17397
665434,16797 27344 47144 21137 4920 46906 14467 11046 5785 7185 40849 21461
1137637,24852 47209 47630
1451876,6184 12341 19691 39408 32303 1000 2433 32613 33646
154570,17794 22959 9534 30440
1845096,21903
1093948,14947 27325 36929 42445 5539 6585 36209
2631530,
3155819,27966 21903 41220 17948 17795 35163 30753 46206
2762604,13176 21137 22935 41950 49175 26384 24024 39527 6046 18564 32369 44116 34866 13858 31257
2893677,14233 6182
2165138,47209 21903 42585 43086 27012 41950 21938 39408
2107247,30353 42431 6846
2631536,
1845109,39190
141174,47788 31720
1058680,4210 44570 37229 470 1806 2563 6340 16890 18468 23665 30356 32165 32768 44106 46735 47006
3147412,
1006570,13176 21903 8277 36070 3873 46045 432 39279
2754197,48440 34217 45221 40648 37145 1217 6448 3717 9741 16607 14576 11492 129 44085 25279 334 44213 12937 29630
1290560,47766 12315 12099 1158
2553581,31758
1320838,47209 21137 24838
2893703,
2107273,34234 46941 36591 24339 13755 27985 12919 48695 33178 46841 20479
2893706,13176 21709 16759 32747
1451916,45948 20899 39561 48104 28058 23265
10126,13176 26604 39275 9076 21386 33000 21288 35886
89069,25466 12935 29447 39303 39782 17725
2238352,39877 21616 18926 46979 47626 35221 39560
1582993,36691 23909 26348 32650 27275 39947 32338 28459 15650
1582997,
272278,19057 21903 11520 13629 42768 21938 45063 25811
67225,13176 30391 17794 44359 22935
2631577,7877 9285
2488114,27086 26352 1402
2107292,24830 26032 20345 2962
1845149,47209 37022
2631583,13176 27966 14947 44632 10912 29615 3265 8898 33827 42333 27514 46515
1261684,24852 1194 32331 13203 48670 31166
394907,16797 4920 43352 5025 7930 12817 20955 31263 34321 29344 43565 36956 36046 40354 23760 49184 9009 19698 46338 29250 39077 37972
2273606,26209
2893734,
2238375,5077 10193 33764 38837 32338 40285 46239 35342
3286952,24852 25272 39408 14704 31730
2369449,13176 13740 18534 28204 1940 25952 5385 40199 11943
2369451,13042
1714093,24852 42458
665518,21616 12099
1058735,49683 5782 23734 7736 1006 33651 40354 44410 13701 7631 48071 31395 12249
2893744,49235 24363
2369458,47626 41658 19660 38275 12464
2631604,24852 13249 7753 33357 31660 49622 37262 45158 34026 34112 9655
3387721,47766 44910 47626 33731 38383 14579
1320888,38185
2841588,
263839,13176 8479 27966 37646 47209 21137 42265 28289 28985 5646 44910 25010 11130 23054 44310 432 4097 34450 41842 32579 1546 16083 37317 44948 49026 19706 36036 25506 40724 35594 32467 18379 40427 18603 2913
176458,24852 47141 6825 32141 3717 7571
23541,39408
10176,24852
1320899,24489
736565,24852
1596406,13176 42557
1058758,39275 3798 17313 27960 35470
3286983,48163
1058760,
1451977,3151 47209 43295 33198 22504 26701 9755 39450 46150 45445 2552 25758
2238411,13176 21903 42265 26604 38293 45007 26209 46969 42736 18656 27104 47626 5876 22935 21405 28204 24964 28156 10246 21230 34005 25340 28934 22307
3418061,41787 44051 23594
2500559,49235 45066 21137 21903 45007 13829 39040 12099 26620 28593 40541 21872 33984 22308
1583056,46553
2369489,
1976274,5212 45066 21903 10895 32478 37552 5699 22888 25340 39411
1189844,4799 18531 47626 27845 37067 26165
272345,
2631643,
2339152,30908 3957 18150 10343 10234 2809 41010 38490 44032
2120699,34358
2107364,
3024869,24852 47209 47766 4920 20082 18394 6956
2549804,13176
796647,25146 22959 11131 34234 28993 27360 29487 10673 9623 3389 2120 34063 36431 34024 7980 29315 47357 18180 1447 35761 42887 25830 48086 1612 3782 29880 234 46476 33286
1058794,
3125586,13176 37646 47209 21137 24838 47626 10957 16696 19677 33198 47877 34282 43446
1976302,44632 14971
809981,
3155952,5460 3800 7837 649 14268
2762739,24852 4920 15290 24184 4210 6184 4605 38273 23909 2295 39408 34027 45 47611 37011 44042 30830 3039 40216 26985 5951 36023 45369
272373,19057 21137 8277 13249 17794 11782 32655 43406 25852
3418103,48745 17021
1189880,29509
524083,
1452028,47766 5782
2636540,3999
534528,30450 16797 49683 5077 5782 43772 27360 33129 11422
2107393,37710 16732 31651 9755
2470230,
1976326,49235 7963 24852 37646 47209 21137 42265 6361 31343 42803 4799 41844 18465 5876 22935 42450 36772 6631 26683 39180 10753 32420 17652 9018 29603 47990 41329 29527 39448 4947
1864579,13176 21137 32655 8087 1240
665610,13176 35951 47209 21137 48679 8277 28985 5876 27086 18027 47734
665612,
2369550,13176 39928 47209 21903 8277 260 44359 5876 24964 5973 47156 34044 40632 27249
1845263,
2928984,5450 24852 21903 36606 41950 37220 21267 13712 40545 49628 30442 22151 45866 27783 20113 25551 46823 48186 20384 49667 26558 44473 874
1714194,13176 16797 35914 46650 4985 14861 13532
534548,13176 24852 48679 8277 11520 18531 47626 41950 6287 20947 42768 10749 21267 36127 1999 21614 21459 11109 20964
3418134,
1880409,9124 16797 24852 27966 47766 21137 49683 8518 26604 10504 43352 42736 5194 38777 47626 5991 9076 10017 41950 36076 24964 27845 10246 35547 29675 1158 4367 6975 9290 36082 27454 26201 41165 9390 17652 45578 38890 8592 41972 29449
1714200,19675
3155993,13176 22963 27966 30489 21137 22035 26790 33787 5876 22935 35221 27845 32655 33198 42701 35939 30233 25138 22255 16387 39578
1320988,20119 26165
1845277,9387 49683 11777 40706 39275 42450 5025 34234 28199 48290 49381 24114 16578 47355
2369566,
